"ID";"IDTSOLI";"IDTGASTO";"TIPO";"CUENTA";"DESC_CUENTA"
701;"09";"77";"4";"5210736";"Otros Gastos Menores (Adm.)"
702;"09";"78";"4";"5210729";"Cursos de Especializacion"
703;"09";"79";"4";"5210736";"Otros Gastos Menores (Adm.)"
704;"09";"80";"4";"5210736";"Otros Gastos Menores (Adm.)"
705;"09";"81";"4";"5210736";"Otros Gastos Menores (Adm.)"
706;"09";"82";"4";"5210729";"Cursos de Especializacion"
707;"09";"83";"4";"5210736";"Otros Gastos Menores (Adm.)"
708;"09";"74";"6";"7151202";"Transporte local"
709;"09";"75";"6";"7150804";"Gastos de Alimentación"
710;"09";"76";"6";"7151108";"Otros Gastos Almacen Distribución"
711;"09";"77";"6";"7151004";"Otros"
712;"09";"78";"6";"7151208";"Otros Gastos de Viaje"
713;"09";"79";"6";"7150801";"Material de Oficina"
714;"09";"80";"6";"7151108";"Otros Gastos Almacen Distribución"
715;"09";"81";"6";"7151108";"Otros Gastos Almacen Distribución"
716;"09";"82";"6";"7151208";"Otros Gastos de Viaje"
717;"09";"83";"6";"7151004";"Otros"
718;"09";"74";"CO";"0";"-"
719;"09";"75";"CO";"0";"-"
720;"09";"76";"CO";"0";"-"
721;"09";"77";"CO";"0";"-"
722;"09";"78";"CO";"0";"-"
723;"09";"79";"CO";"0";"-"
724;"09";"80";"CO";"0";"-"
725;"09";"81";"CO";"0";"-"
726;"09";"82";"CO";"0";"-"
727;"09";"83";"CO";"0";"-"
728;"09";"74";"CS";"0";"-"
729;"09";"75";"CS";"0";"-"
730;"09";"76";"CS";"0";"-"
731;"09";"77";"CS";"0";"-"
732;"09";"78";"CS";"0";"-"
733;"09";"79";"CS";"0";"-"
734;"09";"80";"CS";"0";"-"
735;"09";"81";"CS";"0";"-"
736;"09";"82";"CS";"0";"-"
737;"09";"83";"CS";"0";"-"
738;"09";"74";"PY";"0";"-"
739;"09";"75";"PY";"0";"-"
740;"09";"76";"PY";"0";"-"
741;"09";"77";"PY";"0";"-"
742;"09";"78";"PY";"0";"-"
743;"09";"79";"PY";"0";"-"
744;"09";"80";"PY";"0";"-"
745;"09";"81";"PY";"0";"-"
746;"09";"82";"PY";"0";"-"
747;"09";"83";"PY";"0";"-"
748;"10";"84";"2";"7111101";"Fletes Embalajes y Transporte"
749;"10";"85";"2";"7111102";"Trabajos especiales y Servicios contratados"
750;"10";"86";"2";"7111103";"Avisos en Prensa"
751;"10";"87";"2";"7111104";"Contribuciones y Donaciones"
752;"10";"88";"2";"7111105";"Atención Medica"
753;"10";"89";"2";"7111106";"Seguro para empleados"
754;"10";"90";"2";"7111107";"Auditoria"
755;"10";"91";"2";"7111108";"Otros Gastos Administrativos"
756;"10";"84";"3";"7131102";"Fletes Entrega Clientes"
757;"10";"85";"3";"7131103";"Trabajos especiales y Servicios contratados"
758;"10";"86";"3";"7131104";"Avisos en Prensa"
759;"10";"87";"3";"7131108";"Otros Gastos Almacen Distribución"
760;"10";"88";"3";"7131106";"Atención Medica"
761;"10";"89";"3";"7131107";"Seguro para empleados"
762;"10";"90";"3";"7131108";"Otros Gastos Almacen Distribución"
763;"10";"91";"3";"7131108";"Otros Gastos Almacen Distribución"
764;"10";"84";"5";"7141101";"Fletes Embalajes y Transporte"
765;"10";"85";"5";"7141102";"Trabajos especiales y Servicios contratados"
766;"10";"86";"5";"7141103";"Avisos en Prensa"
767;"10";"87";"5";"7141104";"Contribuciones y Donaciones"
768;"10";"88";"5";"7141105";"Atención Medica"
769;"10";"89";"5";"7141106";"Seguro para empleados"
770;"10";"90";"5";"7141108";"Otros Gastos Servicios"
771;"10";"91";"5";"7141108";"Otros Gastos Servicios"
772;"10";"84";"1";"6121205";"Otros"
773;"10";"85";"1";"6121206";"Trabajos Especiales y Servicios Contratados"
774;"10";"86";"1";"6121207";"Avisos en Prensa"
775;"10";"87";"1";"6121201";"Cuotas a Instituciones"
776;"10";"88";"1";"6121205";"Otros"
777;"10";"89";"1";"6121205";"Otros"
778;"10";"90";"1";"6121205";"Otros"
779;"10";"91";"1";"6121205";"Otros"
780;"10";"84";"4";"5210718";"Fletes Embalajes y Transporte"
781;"10";"85";"4";"5210707";"Trabajos especiales"
782;"10";"86";"4";"5210737";"Gastos de Propaganda (Adm.)"
783;"10";"87";"4";"5210732";"Cuotas a Instituciones"
784;"10";"88";"4";"5210709";"Asistencia Medica - Medicamentos y Examenes"
785;"10";"89";"4";"5210728";"Seguros en General"
786;"10";"90";"4";"5210736";"Otros Gastos Menores (Adm.)"
787;"10";"91";"4";"5210736";"Otros Gastos Menores (Adm.)"
788;"10";"84";"6";"7151102";"Fletes Entrega Clientes"
789;"10";"85";"6";"7151103";"Trabajos especiales y Servicios contratados"
790;"10";"86";"6";"7151104";"Avisos en Prensa"
791;"10";"87";"6";"7151108";"Otros Gastos Almacen Distribución"
792;"10";"88";"6";"7151106";"Atención Medica"
793;"10";"89";"6";"7151107";"Seguro para empleados"
794;"10";"90";"6";"7151108";"Otros Gastos Almacen Distribución"
795;"10";"91";"6";"7151108";"Otros Gastos Almacen Distribución"
796;"10";"84";"CO";"5830502";"Fletes embalajes"
797;"10";"85";"CO";"5830402";"Jornaleros"
798;"10";"86";"CO";"5830101";"Gastos legales"
799;"10";"87";"CO";"5830101";"Gastos legales"
800;"10";"88";"CO";"5830101";"Gastos legales"
801;"10";"89";"CO";"5830101";"Gastos legales"
802;"10";"90";"CO";"5830101";"Gastos legales"
803;"10";"91";"CO";"5830101";"Gastos legales"
804;"10";"84";"CS";"5820603";"Fletes Embalajes y Transporte"
805;"10";"85";"CS";"0";"-"
806;"10";"86";"CS";"0";"-"
807;"10";"87";"CS";"0";"-"
808;"10";"88";"CS";"0";"-"
809;"10";"89";"CS";"0";"-"
810;"10";"90";"CS";"0";"-"
811;"10";"91";"CS";"0";"-"
812;"10";"84";"PY";"6820801";"Fletes Embalajes y Transporte"
813;"10";"85";"PY";"0";"-"
814;"10";"86";"PY";"0";"-"
815;"10";"87";"PY";"0";"-"
816;"10";"88";"PY";"0";"-"
817;"10";"89";"PY";"0";"-"
818;"10";"90";"PY";"0";"-"
819;"10";"91";"PY";"0";"-"
820;"11";"92";"MK";"6130101";"Estudios"
821;"11";"93";"MK";"6130102";"Encuestas"
822;"11";"94";"MK";"6130103";"Compra de Base de Datos"
823;"11";"95";"MK";"6130614";"Transporte Local"
824;"12";"96";"MK";"6130201";"Prensa"
825;"12";"97";"MK";"6130202";"Radio"
826;"12";"98";"MK";"6130203";"Televisión"
827;"12";"99";"MK";"6130204";"Revistas Especializadas"
828;"12";"100";"MK";"6130205";"Cines"
829;"12";"101";"MK";"6130206";"Mailings"
830;"12";"102";"MK";"6130614";"Transporte Local"
831;"13";"103";"MK";"6130301";"Impulsadores"
832;"13";"104";"MK";"6130302";"Reponedores"
833;"13";"105";"MK";"6130303";"Material Reposición, Impulsación"
834;"13";"106";"MK";"6130304";"Exhibidores"
835;"13";"107";"MK";"6130306";"Material POP"
836;"13";"108";"MK";"6130308";"Muestras Punto de Ventas"
837;"13";"109";"MK";"6130309";"Pintado Fachadas"
838;"13";"110";"MK";"6130310";"Capacitacion Distribuidores"
839;"13";"111";"MK";"6130311";"Letreros, Gigantografias, Pasacalles"
840;"13";"112";"MK";"6130312";"Gastos de Alimentacion"
841;"13";"113";"MK";"6130313";"Gastos de Transporte"
842;"13";"114";"MK";"6130314";"Ropa de Trabajo"
843;"13";"115";"MK";"6130614";"Transporte Local"
844;"14";"116";"MK";"6130401";"Pasajes Aereos"
845;"14";"117";"MK";"6130402";"Fletes Tomas de Mercado"
846;"14";"118";"MK";"6130403";"Combustible"
847;"14";"119";"MK";"6130404";"Hoteles"
848;"14";"120";"MK";"6130405";"Refrigerios"
849;"14";"121";"MK";"6130406";"Transporte Publico"
850;"14";"122";"MK";"6130407";"Otros Gastos Toma de Mercado"
851;"15";"123";"MK";"6130501";"Catalogos"
852;"15";"124";"MK";"6130502";"News Letters"
853;"15";"125";"MK";"6130503";"Calendarios-Afiches"
854;"15";"126";"MK";"6130504";"Tripticos"
855;"15";"127";"MK";"6130505";"Volantes"
856;"15";"128";"MK";"6130506";"Adhesivos"
857;"15";"129";"MK";"6130614";"Transporte Local"
858;"16";"130";"MK";"6130601";"Pasajes Aereos"
859;"16";"131";"MK";"6130602";"Hoteles"
860;"16";"132";"MK";"6130603";"Refrigerios"
861;"16";"133";"MK";"6130604";"Alquiler Espacios"
862;"16";"134";"MK";"6130605";"Azafatas-Uniformes"
863;"16";"135";"MK";"6130606";"Fletes Ferias y Exposiciones"
864;"16";"136";"MK";"6130607";"Eventos"
865;"16";"137";"MK";"6130608";"Alquiler Inmobiliario"
866;"16";"138";"MK";"6130609";"Pases Ferias y Exposiciones"
867;"16";"139";"MK";"6130610";"Armado Stand"
868;"16";"140";"MK";"6130611";"Servicios Cocktail"
869;"16";"141";"MK";"6130612";"Servicios Seguro y Limpieza"
870;"16";"142";"MK";"6130613";"Material de Limpieza"
871;"16";"143";"MK";"6130614";"Transporte Local"
872;"16";"144";"MK";"6130615";"Lanzamientos"
873;"16";"145";"MK";"6130616";"Auspicio eventos"
874;"16";"146";"MK";"6130617";"Alquiler de mobiliario"
875;"16";"147";"MK";"6130618";"Entradas para invitados"
876;"16";"148";"MK";"6130619";"Fotografía y filmación"
877;"16";"149";"MK";"6130621";"Otros Gastos Ferias y Exposiciones"
878;"17";"150";"MK";"6130701";"Totems"
879;"17";"151";"MK";"6130703";"Decoracion Show Rooms"
880;"17";"152";"MK";"6130704";"Letreros y Rotulados"
881;"17";"153";"MK";"6130614";"Transporte Local"
882;"18";"154";"MK";"6130801";"Material Promocional"
883;"18";"155";"MK";"6130802";"Regalos Clientes"
884;"18";"156";"MK";"6130803";"Pronto Pago"
885;"18";"157";"MK";"6130805";"Muestras para Ventas Clientes"
886;"18";"158";"MK";"6130806";"Incentivos a Clientes"
887;"18";"159";"MK";"6130807";"Promocion Consumidor"
888;"18";"160";"MK";"6130614";"Transporte Local"
889;"19";"161";"MK";"6131301";"Courriers"
890;"19";"162";"MK";"6131302";"Capacitacion Usuario Final"
891;"19";"163";"MK";"6130614";"Transporte Local"
892;"01";"164";"2";"7110901";"Combustible"
893;"01";"164";"3";"7130901";"Combustible"
894;"01";"164";"CO";"0";"-"
895;"01";"164";"1";"6120301";"Combustible"
896;"01";"164";"CS";"0";"-"
897;"01";"164";"6";"7150901";"Combustible"
898;"01";"164";"4";"5210106";"Gasolina"
899;"01";"164";"PY";"6821103";"Combustible"
900;"01";"164";"5";"7110901";"Combustible"
901;"04";"165";"2";"7111108";"Otros Gastos Administrativos"
902;"04";"166";"2";"7111108";"Otros Gastos Administrativos"
903;"04";"167";"2";"7111108";"Otros Gastos Administrativos"
904;"04";"168";"2";"7111108";"Otros Gastos Administrativos"
905;"04";"169";"2";"7111108";"Otros Gastos Administrativos"
906;"04";"170";"2";"7111108";"Otros Gastos Administrativos"
907;"04";"171";"2";"7111108";"Otros Gastos Administrativos"
908;"04";"172";"2";"7111108";"Otros Gastos Administrativos"
909;"04";"173";"2";"7111108";"Otros Gastos Administrativos"
910;"04";"174";"2";"7111108";"Otros Gastos Administrativos"
911;"04";"175";"2";"7111108";"Otros Gastos Administrativos"
912;"04";"176";"2";"7110901";"Combustible"
913;"04";"177";"2";"6820705";"Cable de tendido"
914;"04";"178";"2";"6820707";"Material de limpieza en instalación"
915;"04";"165";"3";"7131108";"Otros Gastos Almacen Distribución"
916;"04";"166";"3";"7131108";"Otros Gastos Almacen Distribución"
917;"04";"167";"3";"7131108";"Otros Gastos Almacen Distribución"
918;"04";"168";"3";"7131108";"Otros Gastos Almacen Distribución"
919;"04";"169";"3";"7131108";"Otros Gastos Almacen Distribución"
920;"04";"170";"3";"7131108";"Otros Gastos Almacen Distribución"
921;"04";"171";"3";"7131108";"Otros Gastos Almacen Distribución"
922;"04";"172";"3";"7131108";"Otros Gastos Almacen Distribución"
923;"04";"173";"3";"7131108";"Otros Gastos Almacen Distribución"
924;"04";"174";"3";"7131108";"Otros Gastos Almacen Distribución"
925;"04";"175";"3";"7131108";"Otros Gastos Almacen Distribución"
926;"04";"176";"3";"7130901";"Combustible"
927;"04";"177";"3";"6820705";"Cable de tendido"
928;"04";"178";"3";"6820707";"Material de limpieza en instalación"
929;"04";"165";"CO";"5830304";"Accesorios"
930;"04";"166";"CO";"5830403";"Servicio Mecánico"
931;"04";"167";"CO";"5830409";"Servicio Eléctrico"
932;"04";"168";"CO";"5830304";"Accesorios"
933;"04";"169";"CO";"5830302";"Regletas y Bandejas y Soportes"
934;"04";"170";"CO";"5830303";"Material Eléctrico"
935;"04";"171";"CO";"5830305";"Material de conexión"
936;"04";"172";"CO";"5830306";"Ferretería de Línea"
937;"04";"173";"CO";"5830309";"Insumos Electrónicos"
938;"04";"174";"CO";"5830310";"Insumos de Iluminación"
939;"04";"175";"CO";"5830311";"Insumos Hidráulicos"
940;"04";"176";"CO";"5830315";"Combustible"
941;"04";"177";"CO";"5830303";"Material Eléctrico"
942;"04";"178";"CO";"5830313";"Material de lavado"
943;"04";"165";"1";"6120709";"Repuestos"
944;"04";"166";"1";"6120709";"Repuestos"
945;"04";"167";"1";"6120709";"Repuestos"
946;"04";"168";"1";"6120709";"Repuestos"
947;"04";"169";"1";"6121205";"Otros"
948;"04";"170";"1";"6121205";"Otros"
949;"04";"171";"1";"6121205";"Otros"
950;"04";"172";"1";"6121205";"Otros"
951;"04";"173";"1";"6121205";"Otros"
952;"04";"174";"1";"6121205";"Otros"
953;"04";"175";"1";"6121205";"Otros"
954;"04";"176";"1";"6120301";"Combustible"
955;"04";"177";"1";"6820705";"Cable de tendido"
956;"04";"178";"1";"6820707";"Material de limpieza en instalación"
957;"04";"165";"CS";"5820303";"Repuestos"
958;"04";"166";"CS";"5820401";"Servicio Mecánico"
959;"04";"167";"CS";"5820402";"Servicio Eléctrico"
960;"04";"168";"CS";"5820404";"Otros Servicios"
961;"04";"169";"CS";"0";"-"
962;"04";"170";"CS";"5820304";"Material electrico"
963;"04";"171";"CS";"5830304";"Accesorios"
964;"04";"172";"CS";"5820304";"Material electrico"
965;"04";"173";"CS";"5820305";"Otros"
966;"04";"174";"CS";"5820305";"Otros"
967;"04";"175";"CS";"5820305";"Otros"
968;"04";"176";"CS";"5820602";"Combustible"
969;"04";"177";"CS";"5820304";"Material electrico"
970;"04";"178";"CS";"5820305";"otros"
971;"04";"165";"6";"7151108";"Otros Gastos Almacen Distribución"
972;"04";"166";"6";"7151108";"Otros Gastos Almacen Distribución"
973;"04";"167";"6";"7151108";"Otros Gastos Almacen Distribución"
974;"04";"168";"6";"7151108";"Otros Gastos Almacen Distribución"
975;"04";"169";"6";"7151108";"Otros Gastos Almacen Distribución"
976;"04";"170";"6";"7151108";"Otros Gastos Almacen Distribución"
977;"04";"171";"6";"7151108";"Otros Gastos Almacen Distribución"
978;"04";"172";"6";"7151108";"Otros Gastos Almacen Distribución"
979;"04";"173";"6";"7151108";"Otros Gastos Almacen Distribución"
980;"04";"174";"6";"7151108";"Otros Gastos Almacen Distribución"
981;"04";"175";"6";"7151108";"Otros Gastos Almacen Distribución"
982;"04";"176";"6";"7150901";"Combustible"
983;"04";"177";"6";"7151108";"Otros Gastos Almacen Distribución"
984;"04";"178";"6";"7150809";"Material de consumo y limpieza"
985;"04";"165";"4";"0";"-"
986;"04";"166";"4";"0";"-"
987;"04";"167";"4";"0";"-"
988;"04";"168";"4";"0";"-"
989;"04";"169";"4";"5210703";"Materiales y herramientas menores"
990;"04";"170";"4";"5210703";"Materiales y herramientas menores"
991;"04";"171";"4";"5210703";"Materiales y herramientas menores"
992;"04";"172";"4";"5210703";"Materiales y herramientas menores"
993;"04";"173";"4";"5210703";"Materiales y herramientas menores"
994;"04";"174";"4";"5210703";"Materiales y herramientas menores"
995;"04";"175";"4";"5210703";"Materiales y herramientas menores"
996;"04";"176";"4";"5210106";"Gasolina"
997;"04";"177";"4";"0";"-"
998;"04";"178";"4";"0";"-"
999;"04";"165";"PY";"6820704";"accesorios"
1000;"04";"166";"PY";"6820704";"accesorios"
1001;"04";"167";"PY";"6820704";"accesorios"
1002;"04";"168";"PY";"6820704";"accesorios"
1003;"04";"169";"PY";"6820706";"Accesorios"
1004;"04";"170";"PY";"6820703";"Material eléctrico"
1005;"04";"171";"PY";"6820702";"Material de conexión"
1006;"04";"172";"PY";"6820701";"Ferretería de Línea"
1007;"04";"173";"PY";"6820703";"Material eléctrico"
1008;"04";"174";"PY";"6820703";"Material eléctrico"
1009;"04";"175";"PY";"6820701";"Ferretería de Línea"
1010;"04";"176";"PY";"6821103";"Combustible"
1011;"04";"177";"PY";"6820705";"Cable de tendido"
1012;"04";"178";"PY";"6820707";"Material de limpieza en instalación"
1013;"04";"165";"5";"7141108";"Otros Gastos Servicios"
1014;"04";"166";"5";"7141108";"Otros Gastos Servicios"
1015;"04";"167";"5";"7141108";"Otros Gastos Servicios"
1016;"04";"168";"5";"7141108";"Otros Gastos Servicios"
1017;"04";"169";"5";"7141108";"Otros Gastos Servicios"
1018;"04";"170";"5";"7141108";"Otros Gastos Servicios"
1019;"04";"171";"5";"7141108";"Otros Gastos Servicios"
1020;"04";"172";"5";"7141108";"Otros Gastos Servicios"
1021;"04";"173";"5";"7141108";"Otros Gastos Servicios"
1022;"04";"174";"5";"7141108";"Otros Gastos Servicios"
1023;"04";"175";"5";"7141108";"Otros Gastos Servicios"
1024;"04";"176";"5";"7141001";"Combustible"
1025;"04";"177";"5";"7141108";"Otros Gastos Servicios"
1026;"04";"178";"5";"7140809";"material de consumo y limpieza"
1027;"20";"180";"2";"7111501";"Equipo de Protección Personal"
1028;"20";"181";"2";"7111502";"Material de Consumo y Desinfección"
1029;"20";"182";"2";"7111503";"Permisos de Circulación"
1030;"20";"183";"2";"7111504";"Transporte"
1031;"20";"184";"2";"7111505";"Alimentación"
1032;"20";"185";"2";"7111506";"Otros Gastos BSG"
1033;"20";"180";"3";"7131401";"Equipo de Protección Personal"
1034;"20";"181";"3";"7131402";"Material de Consumo y Desinfección"
1035;"20";"182";"3";"7131403";"Permisos de Circulación"
1036;"20";"183";"3";"7131404";"Transporte"
1037;"20";"184";"3";"7131405";"Alimentación"
1038;"20";"185";"3";"7131406";"Otros Gastos BSG"
1039;"20";"180";"CO";"5831301";"Equipo de Protección Personal"
1040;"20";"181";"CO";"5831302";"Material de Consumo y Desinfección"
1041;"20";"182";"CO";"5831303";"Permisos de Circulación"
1042;"20";"183";"CO";"5831304";"Transporte"
1043;"20";"184";"CO";"5831305";"Alimentación"
1044;"20";"185";"CO";"5831306";"Otros Gastos BSG"
1045;"20";"180";"1";"6121901";"Equipo de Protección Personal"
1046;"20";"181";"1";"6121902";"Material de Consumo y Desinfección"
1047;"20";"182";"1";"6121903";"Permisos de Circulación"
1048;"20";"183";"1";"6121904";"Transporte"
1049;"20";"184";"1";"6121905";"Alimentación"
1050;"20";"185";"1";"6121906";"Otros Gastos BSG"
1051;"20";"180";"6";"7151401";"Equipo de Protección Personal"
1052;"20";"181";"6";"7151402";"Material de Consumo y Desinfección"
1053;"20";"182";"6";"7151403";"Permisos de Circulación"
1054;"20";"183";"6";"7151404";"Transporte"
1055;"20";"184";"6";"7151405";"Alimentación"
1056;"20";"185";"6";"7151406";"Otros Gastos BSG"
1057;"20";"180";"PY";"6822401";"Equipo de Protección Personal"
1058;"20";"181";"PY";"6822402";"Material de Consumo y Desinfección"
1059;"20";"182";"PY";"6822403";"Permisos de Circulación"
1060;"20";"183";"PY";"6822404";"Transporte"
1061;"20";"184";"PY";"6822405";"Alimentación"
1062;"20";"185";"PY";"6822406";"Otros Gastos BSG"
